index,source,source link,hosted link,screenshot link
23,ScottBrownDC,https://twitter.com/ScottBrownDC/status/1299181080885559298,https://res.cloudinary.com/memeticinfluence/video/upload/v1598900204/melania-green-dress/23_video.mp4,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900204/melania-green-dress/23_screenshot.png
24,major_Ray,https://twitter.com/major__Ray/status/1299206779180548101,https://res.cloudinary.com/memeticinfluence/video/upload/v1598900204/melania-green-dress/24_video.mp4,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900204/melania-green-dress/24_screenshot.png
25,riotwomennn,https://twitter.com/riotwomennn/status/1299189248394919936,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900205/melania-green-dress/25.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900204/melania-green-dress/25_screenshot.png
26,BuntyKritty,https://twitter.com/BuntyKritty/status/1299682499476574208,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900205/melania-green-dress/26.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900205/melania-green-dress/26_screenshot.png
27,LostPuppyForev1,https://twitter.com/LostPuppyForev1/status/1299399211025219584,https://res.cloudinary.com/memeticinfluence/video/upload/v1598900209/melania-green-dress/27_video.mp4,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900206/melania-green-dress/27_screenshot.png
28,FallFilms,https://twitter.com/FallFilms/status/1299215167075553280,https://res.cloudinary.com/memeticinfluence/video/upload/v1598900206/melania-green-dress/28_video.mp4,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900207/melania-green-dress/28_screenshot.png
29,JaeSambo,https://twitter.com/JaeSambo/status/1299436848608161793,https://res.cloudinary.com/memeticinfluence/video/upload/v1598900207/melania-green-dress/29_video.mp4,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900206/melania-green-dress/29_screenshot.png
30,KaiserSlowzie,https://twitter.com/KaiserSlowzie/status/1299377791033585664,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900208/melania-green-dress/30.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900209/melania-green-dress/30_screenshot.png
31,DisneyMom2017,https://twitter.com/DisneyMom2017/status/1299796770411737097,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900208/melania-green-dress/31.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900209/melania-green-dress/31_screenshot.png
32,YesYoureRacist,https://twitter.com/YesYoureRacist/status/1299173045437952010,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900209/melania-green-dress/32.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900209/melania-green-dress/32_screenshot.png
33,odmatt,https://twitter.com/odmatt/status/1299173425299091456,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900210/melania-green-dress/33.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900210/melania-green-dress/33_screenshot.png
34,bellezebubbzie,https://twitter.com/bellezebubbzie/status/1299177705359974400,https://res.cloudinary.com/memeticinfluence/video/upload/v1598900210/melania-green-dress/34_video.mp4,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900210/melania-green-dress/34_screenshot.png
35,ssiddiqi1,https://twitter.com/ssiddiqi1/status/1299531805956202497,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900211/melania-green-dress/35.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900210/melania-green-dress/35_screenshot.png
36,DumbTweetsDumb1,https://twitter.com/DumbTweetsDumb1/status/1299198473070194688,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900211/melania-green-dress/36.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900211/melania-green-dress/36_screenshot.png
37,ssiddiqi1,https://twitter.com/ssiddiqi1/status/1299529030455250944,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900211/melania-green-dress/37.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900211/melania-green-dress/37_screenshot.png
38,MissBeeMartin,https://twitter.com/MissBeeMartin/status/1299202566065197062,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900213/melania-green-dress/38.1.png,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900212/melania-green-dress/38_screenshot.png
,,,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900840/melania-green-dress/38.2.png,
39,MissBeeMartin,https://twitter.com/MissBeeMartin/status/1299202568267202560,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900213/melania-green-dress/39.1.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900212/melania-green-dress/39_screenshot.png
,,,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900213/melania-green-dress/39.2.jpg,
40,MissBeeMartin,https://twitter.com/MissBeeMartin/status/1299202570171420672,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900213/melania-green-dress/40.1.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900213/melania-green-dress/40_screenshot.png
,,,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900213/melania-green-dress/40.2.jpg,
41,MissBeeMartin,https://twitter.com/MissBeeMartin/status/1299202572104994817,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900213/melania-green-dress/41.1.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900214/melania-green-dress/41_screenshot.png
,,,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900213/melania-green-dress/41.2.jpg,
42,MissBeeMartin,https://twitter.com/MissBeeMartin/status/1299202980588195840,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900214/melania-green-dress/42.1.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900214/melania-green-dress/42_screenshot.png
,,,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900214/melania-green-dress/42.2.jpg,
43,hanifyouaskme,https://twitter.com/hanifyouaskme/status/1299202405050052609,https://res.cloudinary.com/memeticinfluence/video/upload/v1598900215/melania-green-dress/43_video.mp4,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900214/melania-green-dress/43_screenshot.png
44,ACMELeader,https://twitter.com/ACMELeader/status/1299185724831543296,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900214/melania-green-dress/44.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598900214/melania-green-dress/44_screenshot.png
45,WilwattyA,https://twitter.com/WilwattyA/status/1299899827673796609,https://res.cloudinary.com/memeticinfluence/image/upload/v1598901128/melania-green-dress/45.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598901128/melania-green-dress/45_screenshot.png
46,JeffreyJDavis,https://twitter.com/JeffreyJDavis/status/1299482402256031746,https://res.cloudinary.com/memeticinfluence/image/upload/v1598901128/melania-green-dress/46.jpg,https://res.cloudinary.com/memeticinfluence/image/upload/v1598901128/melania-green-dress/46_screenshot.png
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,brought to you by memetic influence,,,
,datasets@memeticinfluence.com,,,
